1,1,585,28.5,6,9,1,-1,-1,-1
1,2,645.5,234.5,5,7,1,-1,-1,-1
1,3,666,281,4,6,1,-1,-1,-1
1,4,681.5,324,5,6,1,-1,-1,-1
1,5,680.5,333,5,6,1,-1,-1,-1
1,6,702.5,384,5,6,1,-1,-1,-1
1,7,679,257,6,8,1,-1,-1,-1
1,8,707,322,6,6,1,-1,-1,-1
1,9,716.5,337.5,7,7,1,-1,-1,-1
1,10,741.5,367.5,5,5,1,-1,-1,-1
1,11,762,383.5,6,5,1,-1,-1,-1
1,12,774,391,6,6,1,-1,-1,-1
1,13,818,407,6,6,1,-1,-1,-1
1,14,800,511.5,6,5,1,-1,-1,-1
1,15,801,517,6,4,1,-1,-1,-1
1,16,794,512.5,6,5,1,-1,-1,-1
1,17,1006.5,344.5,5,5,1,-1,-1,-1
1,18,1016.5,336.5,5,5,1,-1,-1,-1
1,19,1021.5,343.5,5,5,1,-1,-1,-1
1,20,1000,349,6,6,1,-1,-1,-1
1,21,994,355,6,6,1,-1,-1,-1
1,22,998.5,358.5,5,5,1,-1,-1,-1
1,23,976,370.5,6,7,1,-1,-1,-1
1,24,960.5,383.5,7,7,1,-1,-1,-1
1,25,958.5,390,7,6,1,-1,-1,-1
1,26,949.5,393.5,5,5,1,-1,-1,-1
1,27,952.5,397.5,5,5,1,-1,-1,-1
1,28,1012.5,372.5,5,5,1,-1,-1,-1
1,29,997,382.5,6,7,1,-1,-1,-1
1,30,992,390,4,4,1,-1,-1,-1
1,31,982,396,6,6,1,-1,-1,-1
1,32,955.5,417.5,7,5,1,-1,-1,-1
1,33,942.5,433,5,6,1,-1,-1,-1
1,34,856,537,6,6,1,-1,-1,-1
1,35,847.5,535.5,5,5,1,-1,-1,-1
1,36,847.5,542.5,5,7,1,-1,-1,-1
1,37,839.5,547,5,6,1,-1,-1,-1
1,38,846,553.5,4,5,1,-1,-1,-1
1,39,839.5,554,5,6,1,-1,-1,-1
1,40,836.5,566,5,6,1,-1,-1,-1
1,41,831,565,4,6,1,-1,-1,-1
1,42,830.5,575.5,5,7,1,-1,-1,-1
1,43,824.5,572,7,6,1,-1,-1,-1
1,44,825,578.5,6,5,1,-1,-1,-1
1,45,870.5,480.5,5,5,1,-1,-1,-1
1,46,864.5,481.5,5,5,1,-1,-1,-1
1,47,857.5,489.5,5,5,1,-1,-1,-1
1,48,861.5,491.5,5,5,1,-1,-1,-1
1,49,851,498.5,6,5,1,-1,-1,-1
1,50,852,504.5,6,5,1,-1,-1,-1
1,51,845.5,512,7,6,1,-1,-1,-1
1,52,837,525,6,6,1,-1,-1,-1
1,53,812,524,6,6,1,-1,-1,-1
1,54,786,657.5,6,7,1,-1,-1,-1
1,55,742,834,8,8,1,-1,-1,-1
1,56,740,880,6,8,1,-1,-1,-1
1,57,126.5,45,7,6,1,-1,-1,-1
1,58,220,100.5,6,5,1,-1,-1,-1
1,59,329,160.5,6,5,1,-1,-1,-1
1,60,346.5,174.5,5,5,1,-1,-1,-1
1,61,411.5,255,5,6,1,-1,-1,-1
1,62,429.5,284,5,6,1,-1,-1,-1
1,63,438.5,290,5,6,1,-1,-1,-1
1,64,450.5,302.5,7,5,1,-1,-1,-1
1,65,474,387,6,4,1,-1,-1,-1
1,66,430,408,6,4,1,-1,-1,-1
1,67,338.5,446.5,5,5,1,-1,-1,-1
1,68,344.5,453,5,6,1,-1,-1,-1
1,69,340.5,454,5,6,1,-1,-1,-1
1,70,529.5,257,5,4,1,-1,-1,-1
1,71,576,223,6,6,1,-1,-1,-1
1,72,42.5,379,5,6,1,-1,-1,-1
1,73,68,412.5,6,7,1,-1,-1,-1
1,74,45,422,6,6,1,-1,-1,-1
1,75,81.5,432.5,5,5,1,-1,-1,-1
1,76,98,459.5,6,7,1,-1,-1,-1
1,77,3.5,587.5,5,5,1,-1,-1,-1
1,78,43,563,4,4,1,-1,-1,-1
1,79,73.5,557,5,4,1,-1,-1,-1
1,80,186,598.5,4,5,1,-1,-1,-1
1,81,193,619.5,4,5,1,-1,-1,-1
