1,1,582,24,6,9,1,-1,-1,-1
1,2,643,231,5,7,1,-1,-1,-1
1,3,664,278,4,6,1,-1,-1,-1
1,4,679,321,5,6,1,-1,-1,-1
1,5,678,330,5,6,1,-1,-1,-1
1,6,700,381,5,6,1,-1,-1,-1
1,7,676,253,6,8,1,-1,-1,-1
1,8,704,319,6,6,1,-1,-1,-1
1,9,713,334,7,7,1,-1,-1,-1
1,10,739,365,5,5,1,-1,-1,-1
1,11,759,381,6,5,1,-1,-1,-1
1,12,771,388,6,6,1,-1,-1,-1
1,13,815,404,6,6,1,-1,-1,-1
1,14,797,509,6,5,1,-1,-1,-1
1,15,798,515,6,4,1,-1,-1,-1
1,16,791,510,6,5,1,-1,-1,-1
1,17,1004,342,5,5,1,-1,-1,-1
1,18,1014,334,5,5,1,-1,-1,-1
1,19,1019,341,5,5,1,-1,-1,-1
1,20,997,346,6,6,1,-1,-1,-1
1,21,991,352,6,6,1,-1,-1,-1
1,22,996,356,5,5,1,-1,-1,-1
1,23,973,367,6,7,1,-1,-1,-1
1,24,957,380,7,7,1,-1,-1,-1
1,25,955,387,7,6,1,-1,-1,-1
1,26,947,391,5,5,1,-1,-1,-1
1,27,950,395,5,5,1,-1,-1,-1
1,28,1010,370,5,5,1,-1,-1,-1
1,29,994,379,6,7,1,-1,-1,-1
1,30,990,388,4,4,1,-1,-1,-1
1,31,979,393,6,6,1,-1,-1,-1
1,32,952,415,7,5,1,-1,-1,-1
1,33,940,430,5,6,1,-1,-1,-1
1,34,853,534,6,6,1,-1,-1,-1
1,35,845,533,5,5,1,-1,-1,-1
1,36,845,539,5,7,1,-1,-1,-1
1,37,837,544,5,6,1,-1,-1,-1
1,38,844,551,4,5,1,-1,-1,-1
1,39,837,551,5,6,1,-1,-1,-1
1,40,834,563,5,6,1,-1,-1,-1
1,41,829,562,4,6,1,-1,-1,-1
1,42,828,572,5,7,1,-1,-1,-1
1,43,821,569,7,6,1,-1,-1,-1
1,44,822,576,6,5,1,-1,-1,-1
1,45,868,478,5,5,1,-1,-1,-1
1,46,862,479,5,5,1,-1,-1,-1
1,47,855,487,5,5,1,-1,-1,-1
1,48,859,489,5,5,1,-1,-1,-1
1,49,848,496,6,5,1,-1,-1,-1
1,50,849,502,6,5,1,-1,-1,-1
1,51,842,509,7,6,1,-1,-1,-1
1,52,834,522,6,6,1,-1,-1,-1
1,53,809,521,6,6,1,-1,-1,-1
1,54,783,654,6,7,1,-1,-1,-1
1,55,738,830,8,8,1,-1,-1,-1
1,56,737,876,6,8,1,-1,-1,-1
1,57,123,42,7,6,1,-1,-1,-1
1,58,217,98,6,5,1,-1,-1,-1
1,59,326,158,6,5,1,-1,-1,-1
1,60,344,172,5,5,1,-1,-1,-1
1,61,409,252,5,6,1,-1,-1,-1
1,62,427,281,5,6,1,-1,-1,-1
1,63,436,287,5,6,1,-1,-1,-1
1,64,447,300,7,5,1,-1,-1,-1
1,65,471,385,6,4,1,-1,-1,-1
1,66,427,406,6,4,1,-1,-1,-1
1,67,336,444,5,5,1,-1,-1,-1
1,68,342,450,5,6,1,-1,-1,-1
1,69,338,451,5,6,1,-1,-1,-1
1,70,527,255,5,4,1,-1,-1,-1
1,71,573,220,6,6,1,-1,-1,-1
1,72,40,376,5,6,1,-1,-1,-1
1,73,65,409,6,7,1,-1,-1,-1
1,74,42,419,6,6,1,-1,-1,-1
1,75,79,430,5,5,1,-1,-1,-1
1,76,95,456,6,7,1,-1,-1,-1
1,77,1,585,5,5,1,-1,-1,-1
1,78,41,561,4,4,1,-1,-1,-1
1,79,71,555,5,4,1,-1,-1,-1
1,80,184,596,4,5,1,-1,-1,-1
1,81,191,617,4,5,1,-1,-1,-1
1,82,192,635,4,6,1,-1,-1,-1
1,83,199,676,5,6,1,-1,-1,-1
1,84,203,700,5,6,1,-1,-1,-1
1,85,183,727,5,6,1,-1,-1,-1
1,86,235,736,4,5,1,-1,-1,-1
1,87,244,746,5,5,1,-1,-1,-1
1,89,261,762,4,5,1,-1,-1,-1
1,90,339,832,5,6,1,-1,-1,-1
1,91,389,927,4,6,1,-1,-1,-1
1,92,408,1008,5,7,1,-1,-1,-1
1,94,540,884,5,7,1,-1,-1,-1
1,95,735,965,6,9,1,-1,-1,-1
1,96,708,903,6,9,1,-1,-1,-1
1,97,54,403,6,7,1,-1,-1,-1
2,1,582,27,6,9,1,-1,-1,-1
2,2,644,233,5,7,1,-1,-1,-1
2,3,665,280,4,6,1,-1,-1,-1
2,4,680,323,5,6,1,-1,-1,-1
2,5,679,332,5,6,1,-1,-1,-1
2,6,701,383,5,6,1,-1,-1,-1
2,7,675,251,6,8,1,-1,-1,-1
2,8,703,318,6,6,1,-1,-1,-1
2,9,712,333,7,7,1,-1,-1,-1
2,10,738,364,5,5,1,-1,-1,-1
2,11,758,380,6,5,1,-1,-1,-1
2,12,770,387,6,6,1,-1,-1,-1
2,13,813,403,6,6,1,-1,-1,-1
2,14,797,509,6,5,1,-1,-1,-1
2,15,798,515,6,4,1,-1,-1,-1
2,16,791,510,6,5,1,-1,-1,-1
2,17,1004,342,5,5,1,-1,-1,-1
2,18,1014,334,5,5,1,-1,-1,-1
2,19,1019,341,5,5,1,-1,-1,-1
2,20,997,346,6,6,1,-1,-1,-1
2,21,991,352,6,6,1,-1,-1,-1
2,22,996,356,5,5,1,-1,-1,-1
2,23,973,367,6,7,1,-1,-1,-1
2,24,956,380,7,7,1,-1,-1,-1
2,25,955,387,7,6,1,-1,-1,-1
2,26,947,391,5,5,1,-1,-1,-1
2,27,950,395,5,5,1,-1,-1,-1
2,28,1011,369,5,5,1,-1,-1,-1
2,29,995,378,6,7,1,-1,-1,-1
2,30,991,387,4,4,1,-1,-1,-1
2,31,980,392,6,6,1,-1,-1,-1
2,32,953,414,7,5,1,-1,-1,-1
2,33,941,429,5,6,1,-1,-1,-1
2,34,854,533,6,6,1,-1,-1,-1
2,35,846,532,5,5,1,-1,-1,-1
2,36,846,538,5,7,1,-1,-1,-1
2,37,838,543,5,6,1,-1,-1,-1
2,38,844,550,4,5,1,-1,-1,-1
2,39,837,550,5,6,1,-1,-1,-1
2,40,834,563,5,6,1,-1,-1,-1
2,41,829,562,4,6,1,-1,-1,-1
2,42,828,572,5,7,1,-1,-1,-1
